Sp,Replica,Scan,ID,Experimento,CM,Temperature,UVB
Rhinella horribilis,2,3,12,Exp_3B,27,32.3,5
Rhinella horribilis,2,3,13,Exp_3B,31,31.9,5
Rhinella horribilis,2,3,14,Exp_3B,45,30.6,5
Rhinella horribilis,2,3,15,Exp_3B,58,29.9,50
Rhinella horribilis,2,3,1,Exp_1A,1,35.1,5
Rhinella horribilis,2,3,2,Exp_1A,2,34.4,5
Rhinella horribilis,2,3,3,Exp_1A,2,34.4,5
Rhinella horribilis,2,3,4,Exp_1A,33,29.5,5
Rhinella horribilis,2,3,5,Exp_1A,11,30.8,5
Rhinella horribilis,2,3,6,Exp_1A,15,30.1,5
Rhinella horribilis,2,3,7,Exp_1A,18,29.8,5
Rhinella horribilis,2,3,8,Exp_1A,21,29.6,5
Rhinella horribilis,2,3,9,Exp_1A,22,29.6,5
Rhinella horribilis,2,3,10,Exp_1A,33,29.5,5
Rhinella horribilis,2,3,11,Exp_1A,51,29,5
Rhinella horribilis,2,3,12,Exp_1A,53,28.9,5
Rhinella horribilis,2,3,13,Exp_1A,64,27.9,5
Rhinella horribilis,2,3,14,Exp_1A,90,26.9,5
Rhinella horribilis,2,3,15,Exp_1A,120,25.4,5
Rhinella horribilis,2,3,1,Exp_1B,1,35.3,100
Rhinella horribilis,2,3,2,Exp_1B,2,35.6,100
Rhinella horribilis,2,3,3,Exp_1B,3,35.9,100
Rhinella horribilis,2,3,4,Exp_1B,10,36.6,100
Rhinella horribilis,2,3,5,Exp_1B,11,36.5,100
Rhinella horribilis,2,3,6,Exp_1B,17,35.7,100
Rhinella horribilis,2,3,7,Exp_1B,36,30.8,100
Rhinella horribilis,2,3,8,Exp_1B,38,30.3,100
Rhinella horribilis,2,3,9,Exp_1B,41,29.6,100
Rhinella horribilis,2,3,10,Exp_1B,45,28.9,100
Rhinella horribilis,2,3,11,Exp_1B,49,28.3,100
Rhinella horribilis,2,3,12,Exp_1B,54,27.7,100
Rhinella horribilis,2,3,13,Exp_1B,55,27.7,100
Rhinella horribilis,2,3,14,Exp_1B,71,27.2,100
Rhinella horribilis,2,3,15,Exp_1B,89,27.2,100
Rhinella horribilis,2,3,1,Exp_2A,4,26.3,100
Rhinella horribilis,2,3,2,Exp_2A,16,25.9,100
Rhinella horribilis,2,3,3,Exp_2A,23,25.7,100
Rhinella horribilis,2,3,4,Exp_2A,30,25.5,100
Rhinella horribilis,2,3,5,Exp_2A,47,25.5,100
Rhinella horribilis,2,3,6,Exp_2A,51,25.5,100
Rhinella horribilis,2,3,7,Exp_2A,55,25.6,50
Rhinella horribilis,2,3,8,Exp_2A,56,25.6,50
Rhinella horribilis,2,3,9,Exp_2A,73,25.8,5
Rhinella horribilis,2,3,10,Exp_2A,102,25.4,5
Rhinella horribilis,2,3,11,Exp_2A,103,25.4,5
Rhinella horribilis,2,3,12,Exp_2A,103,25.4,5
Rhinella horribilis,2,3,13,Exp_2A,105,25.4,5
Rhinella horribilis,2,3,14,Exp_2A,113,25.6,5
Rhinella horribilis,2,3,15,Exp_2A,22,25.7,100
Rhinella horribilis,2,3,1,Exp_2B,1,36.5,100
Rhinella horribilis,2,3,2,Exp_2B,40,35,100
Rhinella horribilis,2,3,3,Exp_2B,52,35,100
Rhinella horribilis,2,3,4,Exp_2B,65,34.9,50
Rhinella horribilis,2,3,5,Exp_2B,79,34.6,5
Rhinella horribilis,2,3,6,Exp_2B,80,34.6,5
Rhinella horribilis,2,3,7,Exp_2B,83,34.5,5
Rhinella horribilis,2,3,8,Exp_2B,88,34.4,5
Rhinella horribilis,2,3,9,Exp_2B,96,34.3,5
Rhinella horribilis,2,3,10,Exp_2B,104,34.4,5
Rhinella horribilis,2,3,11,Exp_2B,106,34.5,5
Rhinella horribilis,2,3,12,Exp_2B,107,34.6,5
Rhinella horribilis,2,3,13,Exp_2B,108,34.6,5
Rhinella horribilis,2,3,14,Exp_2B,111,34.9,5
Rhinella horribilis,2,3,15,Exp_2B,113,35.1,5
Rhinella horribilis,3,3,1,Exp_3A,16,27.2,5
Rhinella horribilis,3,3,2,Exp_3A,34,28.4,5
Rhinella horribilis,3,3,3,Exp_3A,59,29.7,50
Rhinella horribilis,3,3,4,Exp_3A,62,29.8,50
Rhinella horribilis,3,3,5,Exp_3A,69,30.2,100
Rhinella horribilis,3,3,6,Exp_3A,78,30.8,100
Rhinella horribilis,3,3,7,Exp_3A,82,31.1,100
Rhinella horribilis,3,3,8,Exp_3A,98,32.6,100
Rhinella horribilis,3,3,9,Exp_3A,100,32.8,100
Rhinella horribilis,3,3,10,Exp_3A,110,33.9,100
Rhinella horribilis,3,3,11,Exp_3A,112,34.1,100
Rhinella horribilis,3,3,12,Exp_3A,112,34.1,100
Rhinella horribilis,3,3,13,Exp_3A,111,34,100
Rhinella horribilis,3,3,14,Exp_3A,119,34.9,100
Rhinella horribilis,3,3,15,Exp_3A,119,34.9,100
Rhinella horribilis,3,3,1,Exp_3B,51,26.2,100
Rhinella horribilis,3,3,2,Exp_3B,64,27.2,50
Rhinella horribilis,3,3,3,Exp_3B,70,27.7,5
Rhinella horribilis,3,3,4,Exp_3B,97,29.8,5
Rhinella horribilis,3,3,5,Exp_3B,100,30.1,5
Rhinella horribilis,3,3,6,Exp_3B,104,30.6,5
Rhinella horribilis,3,3,7,Exp_3B,107,31,5
Rhinella horribilis,3,3,8,Exp_3B,108,31.2,5
Rhinella horribilis,3,3,9,Exp_3B,109,31.4,5
Rhinella horribilis,3,3,10,Exp_3B,109,31.4,5
Rhinella horribilis,3,3,11,Exp_3B,115,32.8,5
Rhinella horribilis,3,3,12,Exp_3B,118,33.7,5
Rhinella horribilis,3,3,13,Exp_3B,119,34.1,5
Rhinella horribilis,3,3,14,Exp_3B,120,34.4,5
Rhinella horribilis,3,3,15,Exp_3B,120,34.4,5
Rhinella horribilis,3,3,1,Exp_1A,5,25,5
Rhinella horribilis,3,3,2,Exp_1A,55,28.2,5
Rhinella horribilis,3,3,3,Exp_1A,57,27.9,5
Rhinella horribilis,3,3,4,Exp_1A,61,27.4,5
Rhinella horribilis,3,3,5,Exp_1A,87,27.4,5
Rhinella horribilis,3,3,6,Exp_1A,95,29.4,5
Rhinella horribilis,3,3,7,Exp_1A,100,31,5
Rhinella horribilis,3,3,8,Exp_1A,115,34.9,5
Rhinella horribilis,3,3,9,Exp_1A,115,34.9,5
Rhinella horribilis,3,3,10,Exp_1A,117,35,5
Rhinella horribilis,3,3,11,Exp_1A,119,34.9,5
Rhinella horribilis,3,3,12,Exp_1A,119,34.9,5
Rhinella horribilis,3,3,13,Exp_1A,120,34.8,5
Rhinella horribilis,3,3,14,Exp_1A,120,34.8,5
Rhinella horribilis,3,3,15,Exp_1A,120,34.8,5
Rhinella horribilis,3,3,1,Exp_1B,24,24.6,100
Rhinella horribilis,3,3,2,Exp_1B,76,27.7,100
Rhinella horribilis,3,3,3,Exp_1B,87,28.4,100
Rhinella horribilis,3,3,4,Exp_1B,87,28.4,100
Rhinella horribilis,3,3,5,Exp_1B,91,28.7,100
Rhinella horribilis,3,3,6,Exp_1B,91,28.7,100
Rhinella horribilis,3,3,7,Exp_1B,96,29.1,100
Rhinella horribilis,3,3,8,Exp_1B,104,30.1,100
Rhinella horribilis,3,3,9,Exp_1B,109,31.2,100
Rhinella horribilis,3,3,10,Exp_1B,109,31.2,100
Rhinella horribilis,3,3,11,Exp_1B,110,31.4,100
Rhinella horribilis,3,3,12,Exp_1B,112,32,100
Rhinella horribilis,3,3,13,Exp_1B,113,32.3,100
Rhinella horribilis,3,3,14,Exp_1B,113,32.3,100
Rhinella horribilis,3,3,15,Exp_1B,116,33.3,100
Rhinella horribilis,3,3,1,Exp_2A,11,25.7,5
Rhinella horribilis,3,3,2,Exp_2A,17,25.9,5
Rhinella horribilis,3,3,3,Exp_2A,20,26,5
Rhinella horribilis,3,3,4,Exp_2A,22,26,5
Rhinella horribilis,3,3,5,Exp_2A,30,25.9,5
Rhinella horribilis,3,3,6,Exp_2A,47,25.7,5
Rhinella horribilis,3,3,7,Exp_2A,51,25.6,5
Rhinella horribilis,3,3,8,Exp_2A,51,25.6,5
Rhinella horribilis,3,3,9,Exp_2A,56,25.5,50
Rhinella horribilis,3,3,10,Exp_2A,58,25.5,50
Rhinella horribilis,3,3,11,Exp_2A,71,25.4,100
Rhinella horribilis,3,3,12,Exp_2A,73,25.3,100
Rhinella horribilis,3,3,13,Exp_2A,83,25.2,100
Rhinella horribilis,3,3,14,Exp_2A,84,25.2,100
Rhinella horribilis,3,3,15,Exp_2A,93,25.1,100
Rhinella horribilis,3,3,1,Exp_2B,23,35.2,100
Rhinella horribilis,3,3,2,Exp_2B,37,35,100
Rhinella horribilis,3,3,3,Exp_2B,40,35,100
Rhinella horribilis,3,3,4,Exp_2B,41,35,100
Rhinella horribilis,3,3,5,Exp_2B,48,34.9,100
Rhinella horribilis,3,3,6,Exp_2B,49,35,100
Rhinella horribilis,3,3,7,Exp_2B,49,35,100
Rhinella horribilis,3,3,8,Exp_2B,49,35,100
Rhinella horribilis,3,3,9,Exp_2B,55,35,50
Rhinella horribilis,3,3,10,Exp_2B,75,35.1,5
Rhinella horribilis,3,3,11,Exp_2B,79,35.2,5
Rhinella horribilis,3,3,12,Exp_2B,111,35.1,5
Rhinella horribilis,3,3,13,Exp_2B,115,35.1,5
Rhinella horribilis,3,3,14,Exp_2B,120,35.1,5
Rhinella horribilis,3,3,15,Exp_2B,120,35.1,5
